window	Bract.rpkm	Corolla.rpkm	Ligule.rpkm	Ovary.rpkm	Pollen.rpkm	Seeds.rpkm	Stamen.rpkm	Stem.rpkm	Pistil.rpkm
window_121227	3.99	1.2	2.23	2.5	0.02	2.64	1.5	4.69	6.53
window_121264	5.61	14.66	14.58	13.54	0.06	9.82	3.3	16.07	57.45
window_121594	1.89	1.37	1.3	1.04	0.01	2.74	0.78	2.84	0.82
window_121599	18.16	6.05	5.08	2.39	0.05	8.83	2.83	5.25	12.64
window_121728	75.07	24.48	86.03	24.9	0.14	36.01	39.46	70.19	33.15
window_121729	20.93	16.34	10.98	16.19	19.68	74.54	49.68	17.4	26.53
window_121747	8.15	0.94	17.5	2.19	0.02	3.06	0.97	6.25	5.18
window_121748	7.83	2.07	4.42	3.32	0.02	13.88	1.24	4.53	3.03
window_121770	5.86	5.06	14.19	3.42	0.05	3.02	5.14	33.12	4.63
window_121859	1.62	0.6	1.75	0.84	22.1	0.63	2.34	1.94	0.96
window_121860	1.62	0.6	1.75	0.84	22.1	0.63	2.34	1.94	0.96
window_121872	0.55	3.65	4.25	0.93	0.02	0.51	0.79	18.02	1.98
window_121874	1.37	2.05	3.08	1.49	0.4	1.03	1.99	3.46	2
window_121875	1.37	2.05	3.08	1.49	0.4	1.03	1.99	3.46	2
window_122025	0.08	0.05	0.02	0	0	0.01	0.01	0	0.01
window_122077	0.56	0.03	0.01	0	0	0	0	0.11	0.01
window_122164	10.88	3.37	0.95	1.45	0	2.74	0	3.67	4.01
window_122199	2.12	0.16	0	0.44	0	0.07	0	0.38	0.6
window_122309	11.02	5.19	16.06	3.93	0.04	7.47	2.34	9.67	3.99
window_122310	11.02	5.19	16.06	3.93	0.04	7.47	2.34	9.67	3.99
window_122334	0.08	0.08	0	0.72	0	45.27	0	0	0
window_122359	4.88	6.78	8.63	3.11	0.13	3.02	3.08	11.74	4.33
window_122360	4.88	6.78	8.63	3.11	0.13	3.02	3.08	11.74	4.33
window_122362	0.55	1.34	1.52	1.41	0.01	0.32	0.19	1.28	0.84
window_122395	0.82	0.9	2.77	0.4	0.16	1.27	0.53	2.37	0.96
window_122396	0.82	0.9	2.77	0.4	0.16	1.27	0.53	2.37	0.96
window_122397	0.82	0.9	2.77	0.4	0.16	1.27	0.53	2.37	0.96
window_122520	6.29	32.36	6.77	37.57	0	69.98	3.25	9.53	9.01
window_122545	0.32	0	0	0	0	0	0.22	1.6	0
window_122610	3.405	3.55	7.525	2.47	0.025	3.305	1.155	5.77	1.685
window_122611	5.61	2.64	12.79	3.52	0.05	5.8	2.31	10.07	2.45
window_122628	2.16	0.99	2.28	1.32	0	2.91	0.4	4.09	1.06
window_122629	2.16	0.99	2.28	1.32	0	2.91	0.4	4.09	1.06
window_122637	200.27	323.25	174.87	830.5	0.33	229.07	104.72	165.82	282.62
window_122656	3.22	1.86	4.51	1.14	0.01	1.15	0.75	2.46	1.89
window_122657	3.22	1.86	4.51	1.14	0.01	1.15	0.75	2.46	1.89
window_122658	3.22	1.86	4.51	1.14	0.01	1.15	0.75	2.46	1.89
window_122661	4.71	2.33	3	1.35	2.87	4.45	104.44	4.36	4.85
window_122701	0.7	0	0.03	0	0	0.36	1.41	21.4	0.09
window_122765	0	0.02	0	0	0	0.08	0.01	0.7	0.01
window_122906	232.78	36.7	80.78	14.99	0.73	8.13	21.62	133.09	38.01
window_122991	0.85	0.26	1.98	0.33	0.01	1.07	3.88	4.51	1.2
window_123070	14.58	9.54	8.92	8.64	0.06	31	2.77	12.92	15.25
window_123124	2.37	1.08	1.21	0.41	0.01	0.13	0.14	1.7	1.09
window_123133	0	0.19	0	0.81	0.69	0.01	49.09	0.01	1.03
window_123143	7.53	4.33	5.79	1.52	0.51	2.92	6.54	7.07	7.98
window_123157	3.68	0.79	3.52	0.48	0.06	0.99	0.77	4.96	0.95
window_123160	6.52	8.49	4.69	15.64	0.01	17.25	1.61	7.39	4.76
window_123175	1.45	0.38	0.02	0.2	0.01	1.54	0.17	0.03	0.03
window_123210	0.18	0.37	1.31	0.32	0	0.01	0.14	1.92	0.29
window_123369	0.07	0.04	0.84	0.11	0.1	0.03	0.19	0.16	0.51
window_123392	0.46	0.56	0.55	0.47	0.14	0.82	0.7	0.8	0.24
window_123393	0.46	0.56	0.55	0.47	0.14	0.82	0.7	0.8	0.24
window_123416	1.24	0	0.44	0.55	0	0.03	0.16	0.69	2.35
window_123417	1.24	0	0.44	0.55	0	0.03	0.16	0.69	2.35
window_123442	12.49	3.84	8.4	5.85	1.39	5.28	8.26	9.89	5.58
window_123560	45.11	11.43	41.05	25.06	0.42	23.56	5.93	30.33	47.61
window_123606	26.43	12.54	18.12	14.53	0.16	11.22	7.19	16.19	20.07
window_123607	0.97	0.39	0.25	0.36	0	0.65	0.34	1.2	0.22
window_123626	0.92	0.32	0.43	0.33	0	1.01	0.19	1.97	0.4
window_123654	12.26	14.48	11.84	8.3	0.05	10.19	3.29	15.01	11.61
window_123657	0.35	0	0.03	0	0	3.46	0.1	2.64	0.01
window_123816	9.79	4.35	15.27	4.21	0.22	2.89	5.87	8.69	12.48
window_123817	9.79	4.35	15.27	4.21	0.22	2.89	5.87	8.69	12.48
window_123897	3.22	1.28	3.35	0.55	0.03	0.5	0.85	6.2	1.36
window_124021	0.73	0.59	1.16	1.74	0.02	9.39	3.96	1.22	0.83
window_124022	0.73	0.59	1.16	1.74	0.02	9.39	3.96	1.22	0.83
window_124029	0.94	0.39	0.89	0.45	0.1	0.63	0.92	1.09	0.31
window_124158	10.16	4.73	14.75	4.7	0.01	5.59	1.74	13.25	6.36
window_124248	0.09	0.28	0.15	0.38	1.33	0.03	18.83	0.11	0.79
window_124250	40.67	67.55	27.89	61.17	2.3	21.01	25.56	26.79	46.51
window_124281	49.92	45.01	62.17	61.22	0.5	42.34	50.13	56.87	86.04
window_124282	49.92	45.01	62.17	61.22	0.5	42.34	50.13	56.87	86.04
window_124288	0.14	1.06	11.75	4.02	0	0.47	0.14	3.88	0.28
window_124319	0	0	0	0	0.15	0.02	2.62	0	0.37
window_124327	0.01	0.04	5.44	2.66	0.01	2.26	0.63	0.24	0.62
window_124347	7.49	8.16	4.53	5.85	0.02	9.44	4.17	5.07	5.32
window_124349	31.8	31.59	26.61	49.21	3.75	21.87	40.5	37.08	47.12
window_124366	2.12	1.27	2.97	0.28	0.08	1.46	0.11	1.84	0.71
window_124398	22.56	15.04	27.62	4.91	0.15	5.4	2	11.95	8.91
window_124400	0.68	0.72	1.43	0.53	0.04	0.5	0.75	4.08	0.68
window_124438	0.58	1.49	1.78	1.44	0.04	0.7	0.35	2.65	1.45
window_124442	20.82	7.84	10.34	13.3	0.12	9.88	4.65	21.42	14.07
window_124469	17.97	7.18	17.72	8.11	0.86	19.47	9.47	21.23	10.32
window_124470	17.97	7.18	17.72	8.11	0.86	19.47	9.47	21.23	10.32
window_124514	23.81	32.98	38.37	35.12	68.97	25.59	36.81	24.1	42.72
window_124554	0	0	0	0	1.85	0	0	0	0
window_124555	0	0	0	0	1.85	0	0	0	0
window_125214	24.59	9.28	14.88	4.35	0.05	7.54	4.42	24.68	13.78
window_125266	4.74	5.54	7.03	4.02	0.03	4.84	1.91	6.16	4.48
window_125293	0	0	0	0	0.33	0	0	0	0
window_125382	2.19	0.73	1.12	1.89	0.03	3.16	0.26	1.61	1.72
window_125400	0.51	0.4	1.96	2.18	0.03	1.3	1.17	0.85	0.68
window_125666	722.94	436.06	553.84	563.81	1.06	81.76	157.07	283.49	421.39
window_125771	11.13	4.3	7.95	0.96	0.76	1.5	1.58	7.94	3.44
window_125815	0.39	0.12	2.35	1.17	0	0.73	1.29	0.95	0.31
window_125861	0.34	1.05	0.52	14.37	0	0.81	0.42	0.34	2.47
window_126020	0.04	0	0.03	0.46	0	1.36	0.05	0.01	0.01
window_126021	0.04	0	0.03	0.46	0	1.36	0.05	0.01	0.01
window_126030	0.27	0	0.41	0	0.12	0.26	0.04	0.64	0.08
window_126057	0.13	0.09	0.67	0	0	0.02	0.04	2.33	0.07
window_126058	0.13	0.09	0.67	0	0	0.02	0.04	2.33	0.07
window_126305	1.26	1.4	7.33	1.53	0	0.43	1.52	35.29	2.14
window_126435	52.17	25.4	12.86	41.81	0.3	19.52	21.58	13.73	29.37
window_126563	0.13	0.14	0.14	0.06	7.86	1.7	14.89	0.86	1.4
window_126572	22.93	19.75	15.61	12.96	0.56	25.92	9.43	13.77	23.24
window_126577	29.23	7.7	15.24	21.53	0.3	27.25	8.58	32.39	13.65
window_126578	7.12	2.13	7.54	1.85	0.16	3.42	2.39	10.72	2.79
window_126824	0.01	0.02	1.4	0.23	0	0.49	0.19	1.41	0.13
window_126920	7.14	1.39	6.8	1.32	0.03	5.81	0.89	7.71	5.94
window_126944	51.75	99.57	117.17	42.17	0.23	30.8	16.98	186.89	32.85
window_127006	72.35	2.89	13.38	0.65	0.03	0.19	3	53.79	1.5
window_127392	0.03	2.71	0.13	2.38	252.93	0.07	486.49	0.16	46.16
window_127395	0.03	2.71	0.13	2.38	252.93	0.07	486.49	0.16	46.16
window_127795	0	0	0.07	0	0	0	0	0	0.19
window_127848	0.74	0.33	0.69	0.19	0.03	0.08	0.49	0.44	0.08
window_127850	3.82	8.17	16.99	1.89	0.02	0.41	0.67	8.13	7.21
window_128052	0	0.33	0.03	0	0	0	0.09	0.02	0.02
window_128158	0.48	0.24	1.92	0.83	0.01	0.23	0.16	1.51	0.71
window_128183	4.62	1.86	3.67	1.39	0.02	8	1.36	6.75	1.57
window_128184	4.62	1.86	3.67	1.39	0.02	8	1.36	6.75	1.57
window_128203	0.03	0.1	0.03	0	0	2.26	0.2	0.09	0.03
window_128204	0.03	0.1	0.03	0	0	2.26	0.2	0.09	0.03
window_128207	0.03	0.1	0.03	0	0	2.26	0.2	0.09	0.03
window_128208	0.03	0.1	0.03	0	0	2.26	0.2	0.09	0.03
window_128301	3.3	2.51	6.33	1.61	0.03	2.87	1.21	6.71	2.23
window_128302	3.3	2.51	6.33	1.61	0.03	2.87	1.21	6.71	2.23
window_128351	0.81	0	0.01	81.28	0	3290.66	0.45	0.07	0.01
window_128428	135.86	57.2	20.87	36.26	0.13	3.15	1.37	16.21	117.81
window_128478	19.24	18.26	2.82	10.2	0.01	0.93	0.34	2.89	29.83
window_128640	0.43	1.15	0.4	1.12	0	0.91	1.95	3.33	0.76
window_128766	0	0.04	0.25	0.28	0.01	0.21	0.04	0.45	0.09
window_128767	0	0.04	0.25	0.28	0.01	0.21	0.04	0.45	0.09
window_128784	1.18	1.24	2.19	1.29	0.25	1.5	1.78	2.58	2.02
window_128963	2.22	1.1	2.24	1.17	0	1.88	0.48	2.41	0.8
window_128970	14.89	29.25	32.2	14.73	0.22	2.69	3.54	18.61	27.13
window_128971	14.89	29.25	32.2	14.73	0.22	2.69	3.54	18.61	27.13
window_129049	0.31	0.59	7.87	1.14	0.01	0.43	0.28	0.98	0.35
window_129050	6.06	1.61	4.52	0.51	0.04	4.38	1.22	6.8	2.83
window_129051	6.06	1.61	4.52	0.51	0.04	4.38	1.22	6.8	2.83
window_129190	2.51	1.14	2.11	0.45	0.12	2.95	1.68	3.25	1.4
window_129342	2	2.31	3.63	2.33	0.04	1.85	1.64	6.65	2.26
window_129357	0.15	0	0	0	0.16	0.08	1.43	0.46	1.11
window_129359	1.16	0.34	0.28	0.41	0.04	0.61	1.45	0.49	0.31
window_129360	1.16	0.34	0.28	0.41	0.04	0.61	1.45	0.49	0.31
window_129362	0.18	0.39	0.91	0.34	0.87	2.08	2.76	1.19	0.57
window_129391	0	0	0.01	0	0	0.06	0	0.06	0
window_129392	0	0	0.01	0	0	0.06	0	0.06	0
window_129966	0.05	0	0.01	0	0	0	0	1.3	0
window_130004	15.61	11.24	14.94	5.26	0.05	4.24	1.75	8.95	7.38
window_130006	5.7	3.35	7.22	2.1	0.16	1.71	5.82	18.63	2.64
window_130044	9.77	8.37	12.54	4.75	0.05	4.39	2.54	9.73	5.06
window_130045	9.77	8.37	12.54	4.75	0.05	4.39	2.54	9.73	5.06
window_130152	5.82	2.06	7.52	2.4	0.05	4.35	1.59	8.45	2.41
window_130153	5.82	2.06	7.52	2.4	0.05	4.35	1.59	8.45	2.41
window_130186	14.82	6.18	5.93	2.63	10.91	8.44	16.78	21.56	4.41
window_130234	7.77	3.91	12.77	0.88	0.2	3.93	1.38	6.44	1.04
window_130235	7.77	3.91	12.77	0.88	0.2	3.93	1.38	6.44	1.04
window_130325	0.04	0	0.01	0	0	0.12	0.15	4.97	0.01
window_130427	0.03	0	0.04	0	0	0.03	0	0.06	0.05
window_130523	19.28	4.47	9.46	3.21	0.18	4.49	1.83	10.97	4.39
window_130559	102.69	43.39	89.16	88.12	37.77	54.29	144.86	75.98	138.42
window_130560	2	3.4	4.7	2.35	0.06	1.52	0.88	4.44	2.66
window_130567	11.04	100.21	61.2	51.06	0.08	5.84	13.58	59.89	22.37
window_130568	3.99	2.91	6.48	2.3	0.02	4.61	1.94	8.68	3.77
window_130572	0.275	0.19	0.39	0.54	0.055	0.195	1.89	0.095	0.34
window_130576	1.87	2.24	6.7	1.93	0	2.46	0.64	2.22	2.53
window_130748	0.28	0.84	1.18	6.29	1586.63	0.26	76.6	1.28	5.35
window_131005	79.36	36.99	50.51	48.24	0.31	39.07	19.6	62.24	114.59
window_131006	0.27	0.23	0.41	0	0.01	0.11	0.09	0.59	0.17
window_131087	131.48	50.85	99.79	79.18	0.14	82.7	16.48	153.67	108.06
window_131182	29.1	8.91	23.37	7.78	0.03	3.18	5.15	35.94	15.69
window_131224	0.03	0.16	0.04	0	0.22	0.01	7.46	0.06	0.19
window_131227	17.48	9.22	12.43	13.08	3.56	17.54	8.63	11.27	13.86
window_131238	29.36	19.21	19.87	21.13	0.15	22.32	12.43	19.65	34.36
window_131243	0	0	1.21	0.64	0	0.28	0.05	1.31	0.01
window_131249	143.03	88.26	140.36	58.18	0.52	25.34	40.19	126.59	48.12
window_131302	2.77	2.03	2.38	1.95	0	2.09	0.53	2.85	1.78
window_131336	58.08	16	72.375	26.53	0.1	24.27	5.75	44.165	31.99
window_131337	0	0	0.39	2.25	0.52	1.56	0.69	0.2	0.06
window_131577	44.85	2.06	11.73	4.73	0.01	0.44	0.55	7.73	9.15
window_131578	44.85	2.06	11.73	4.73	0.01	0.44	0.55	7.73	9.15
window_131579	44.85	2.06	11.73	4.73	0.01	0.44	0.55	7.73	9.15
window_131890	53.79	6.53	81.72	7.57	0.06	4.72	2.3	36.21	2.51
window_131895	50.15	4.97	12.72	4.44	0.14	9.89	6.15	36.11	15.51
window_131896	53.4	115.975	31.86	343.73	0.345	65.91	8.835	26.31	78.105
window_131928	3.82	3.24	8.65	2.93	0.82	7.83	4.02	4.88	2.57
window_131939	10.715	15.725	10.345	34.305	3.32	9.935	22.49	11.45	7.905
window_131940	7.11	5.6	14.22	10.19	0.4	5.97	4.03	14.55	6.96
window_131958	0.02	0.06	1.36	0	0	0.36	0	0.28	0.1
window_132061	227.27	42.53	119.45	21.99	0.99	27.91	6.97	63.41	77.32
window_132094	0.1	0.06	0.28	0	0	0	0	0.04	0
window_132097	29.51	45.03	12.87	1.01	0.15	0.14	0.32	1.16	0.46
window_132155	1.11	0.39	0.91	0	0	0.06	0.1	0	0.24
window_132187	15.98	9.94	3.65	20.35	0.01	110.92	0.21	8.77	23.57
window_132209	88.19	58.35	16.66	152.32	737.04	165.57	1446.96	90.17	116.94
window_132312	11.84	1.47	5.86	2.04	0.03	7.13	1.43	12.86	2.66
window_132376	1.16	0.43	0.4	1.29	0.31	1.7	0.37	1.12	0.43
window_132397	16.28	4.98	27.12	4.09	0.1	6.02	6.13	23.39	6.26
window_132399	0.92	0.62	1.64	0.56	0.09	1.16	0.84	1.85	0.79
window_132400	0.92	0.62	1.64	0.56	0.09	1.16	0.84	1.85	0.79
window_132401	0.92	0.62	1.64	0.56	0.09	1.16	0.84	1.85	0.79
window_132572	1.5	22.02	2.31	18.81	0	0.12	0.27	2.38	21.09
window_132581	18.33	11.45	30.66	8.34	0.21	8.07	5.27	28.32	11.92
window_132675	8.13	5.03	14.25	3.46	0.06	5.14	2.45	10.45	5.22
window_132676	8.13	5.03	14.25	3.46	0.06	5.14	2.45	10.45	5.22
window_132762	0.02	6.14	31.39	2.17	0.42	11.2	0.22	0	63.62
window_132782	0.04	0.02	0.18	0	0	0.13	0	0.01	0.12
window_132800	0.34	0.22	0.725	0	0.015	0.195	0.125	0.665	0.185
window_132812	28.7	15.09	31.04	17.38	3.19	10.91	44.32	30.76	29.35
window_132815	0.77	0.21	1.12	0.09	3.83	0.41	0.35	1	0.3
window_132816	0.77	0.21	1.12	0.09	3.83	0.41	0.35	1	0.3
window_132828	250.53	44.74	17.79	30.62	0.04	36.31	9.16	99.11	24.49
window_132836	9.92	0.14	0.09	0.13	1.03	0.5	14	3.98	0.19
window_132885	7.27	8.54	4.66	3.45	0.07	0.67	4.37	11.01	3.82
window_132886	7.27	8.54	4.66	3.45	0.07	0.67	4.37	11.01	3.82
window_132908	3.78	0.96	2.6	0.98	1.04	2.48	23.36	5.55	2.72
window_132909	35.06	6.49	40.91	13.1	0.07	22.21	5.01	36.13	18.73
window_133064	2.53	1.66	2.64	2.58	0.09	1.65	0.93	2.97	1.48
window_133065	2.53	1.66	2.64	2.58	0.09	1.65	0.93	2.97	1.48
window_133066	2.53	1.66	2.64	2.58	0.09	1.65	0.93	2.97	1.48
window_133069	39.12	13.34	33.08	11.15	2.32	16.42	13.95	29.45	20.07
window_133143	0	0	0.02	1.06	0.08	0.37	8.52	0.02	0.48
window_133150	0.16	0.05	0.11	0.14	0	0.3	0.32	1.34	0.3
window_133173	4.49	10.03	13.78	5.28	0.44	12.56	8.89	9.82	11.03
window_133217	3.02	7.19	8.53	4.37	0.4	9.25	5.56	5.85	7.75
window_133218	3.02	7.19	8.53	4.37	0.4	9.25	5.56	5.85	7.75
window_133354	4.92	9.11	10.21	12.98	0.01	9.61	0.47	2.91	10.11
window_133536	1.05	1.45	9.28	7.95	0	12.77	1.05	7.86	4.84
window_133601	0.05	0.35	3.52	6.83	0	0.8	0.32	0.77	2.73
window_133700	0.4	4.42	16.92	10.25	0.08	6.65	4.13	1.13	10.72
window_133736	47.77	56.41	32.81	61.42	0.19	44.54	52.12	40.29	71.23
window_133738	8.17	7.38	8.65	3.75	0.73	2.44	3.45	8.99	8.72
window_133898	158.72	70.72	143.48	160.58	0.43	109.34	66.91	121.13	155.4
window_133910	0.13	6.2	0.82	0.27	0.18	0.06	2.71	0.74	17.29
window_133918	8.53	11.48	10.84	6.52	0.93	23.37	17.05	11.7	12.09
window_134030	2.58	1.62	2.52	0.45	0.06	0.42	2.76	3.57	3.28
window_134197	0.35	0.53	1.11	1.32	0	0.37	0.22	0.1	1.47
window_134414	5.41	3.13	8.11	5.11	0.1	8.54	9.19	8.52	4.93
window_134418	4.81	1.76	5.95	0.95	0.04	2.59	0.37	4.83	1.34
window_134432	0.87	0.21	0.52	0.13	0	0.02	0	1.15	0.1
window_134455	19.4	7.98	10.39	7.11	0.02	4.15	2.75	16.52	17.17
window_134457	1.04	0.28	0.25	0.1	0.01	4.28	0.25	0.94	0.13
window_134485	5.85	7.23	11.33	3.04	0.18	2.19	3.22	21.77	3.77
window_134489	1.04	0.49	1.82	0.62	0.01	1.08	0.49	1.77	0.28
window_134498	251.55	67.69	229.49	128.12	0.73	174.64	24.52	208.73	162.77
window_134512	1.02	0.33	1.2	0.16	1.33	0.63	0.83	1.19	0.49
window_134515	19.71	11.38	20.68	11.03	0.09	24.04	5.53	16.05	32.05
window_134556	7.59	3.81	5.43	1.99	0.05	9.15	3.25	15.68	3.39
window_134577	0	1.72	3.5	0.16	0.01	0.02	0.05	0.51	0.27
window_134590	1.16	4.91	7.01	0.63	0.24	0.43	7.8	1.83	12.43
window_134611	0	0	0	0	0	0	0	0	0
window_134651	5.71	1.42	1.99	3.77	0.01	31.28	2.8	10.99	0.6
window_134656	0.95	1.16	4.53	3.1	0	1.27	0.43	6.17	0.71
window_134786	2.91	0.15	8.71	0.27	0	0.07	0.78	2.04	1.01
window_134802	15.48	5	7.22	6.57	0.05	5.83	0.68	10.51	3.96
window_134803	5.61	3.03	9.72	3.18	0.1	4.06	3.4	9.68	3.45
window_134804	5.61	3.03	9.72	3.18	0.1	4.06	3.4	9.68	3.45
window_134819	0	0	0	0	0.03	0	2.42	0	0.25
window_134854	36.14	27.81	17.7	79.71	0.04	51.16	19.47	256.01	17.75
window_134858	125.65	45.52	86.23	108.55	0.38	101.27	18.7	121.34	83.97
window_134988	1.7	0.25	2.17	1.58	0	2.06	0.36	4.86	1.44
window_135028	8.69	1.46	5.72	3.6	0.09	0.41	1.1	10.32	1.86
window_135030	1.59	4.53	9.46	3.4	0.03	3.48	0.73	10.19	1.2
window_135033	81.04	3.38	11.44	1.82	0.97	19.15	4.52	34.86	3.58
window_135161	11.15	7.58	16.05	22.76	0.03	5.98	2.86	12.43	10.74
window_135166	7.2	2.23	9	1.37	0.32	2.68	2.86	8.56	4.09
window_135167	4	0.56	4.87	0.97	0.01	0.84	0.74	6.18	0.65
window_135301	1.01	0.62	0.4	1.05	0.05	0.58	0.43	2.04	0.54
window_135352	14.27	6.6	15.22	11.11	0.13	14.01	7.03	16.04	8.33
window_135353	10.07	14.71	44.16	9.34	0.04	7.96	3.97	36.27	9.25
window_135360	8.04	2.54	6.53	2.55	0.11	3.8	0.59	6.32	2.1
window_135370	9.94	5.15	9.14	7.65	0.64	11.01	4.49	8.7	10.64
window_135381	51.01	16.5	43.93	70.05	3.39	32.34	23.29	46.7	62.75
window_135389	1.15	2.47	3.87	1.63	0.02	4.91	2.41	1.76	3.14
window_135427	0.47	0.1	0.45	2.76	0.02	45.46	1.57	0.01	0.51
window_135630	0.04	0	0	0	0.01	0.03	0.06	0.07	0
window_135741	0.14	0.13	1.35	0.47	0	0.33	0.12	0.88	0.19
window_135784	3.72	1.49	7.23	1.78	0.03	2.1	1.46	8.82	1.45
window_135786	4.47	3.19	5.18	1.64	0.03	2.68	2.02	6.57	2.54
window_135787	1.19	0.58	1.68	0.49	0.02	0.73	0.63	2.1	0.47
window_135805	53.98	13.55	17.92	16.37	4.14	28.37	14.3	89.29	22.84
window_135853	3.21	1.35	3.51	0.28	0.2	1.54	0.65	4.67	0.66
window_135873	0.31	0.59	1.01	0.34	0.23	0.77	0.48	0.9	0.55
window_135874	0.31	0.59	1.01	0.34	0.23	0.77	0.48	0.9	0.55
window_135876	2.61	5.51	6.13	2.69	0.09	16.08	4.37	4.56	4.83
window_135892	0.01	0.01	0.26	0.1	0	0.04	0.05	0.87	0.06
window_135902	255.49	114.39	198.2	487.02	0.77	271.97	25.97	154.74	246.99
window_135915	1.6	1.68	2.7	1.58	0.03	2.38	2.56	2.12	2.86
window_135946	56.235	41.105	44.59	56.455	0.085	28.26	14.605	160.475	75.93
window_135959	1.46	0.07	0.22	0.09	0	0.44	0.14	2.53	0.23
window_135990	0	0.09	0	0.47	19.67	0	12.56	0	0.83
window_135991	1.46	1.2	2.04	0.76	0.76	0.73	0.28	2.58	0.75
window_135992	1.46	1.2	2.04	0.76	0.76	0.73	0.28	2.58	0.75
window_136113	3.23	2.69	2.3	2.62	0.01	2.85	0.71	6.03	2.36
window_136119	8.85	2.03	4.44	1.17	0.28	4.04	3.92	35.09	3.82
window_136122	39.59	6	21.41	18.14	0.03	10.84	1.71	35.04	11.1
window_136123	5.03	1.81	6.11	2.61	0.33	3.7	1.78	6.02	3.44
window_136125	1.42	0.54	1.47	4.62	0.05	4.2	0.68	3.85	0.49
window_136139	30.87	33.69	27.65	86.45	0.53	30.13	19.66	30.8	40.57
window_136182	0	0.04	0.06	0.15	33.29	0.02	18.59	0.01	0.45
window_136183	0	0.04	0.06	0.15	33.29	0.02	18.59	0.01	0.45
window_136185	0.63	2.45	4.13	3.03	0.25	1.18	2.85	5.3	2.31
window_136220	0.12	2.15	7.15	1.33	0	0.7	2.94	0.04	7.04
window_136221	1.26	2.64	2.91	5.57	0.01	3.84	0.85	2.92	2.02
window_136276	0.07	0.29	0.69	2.03	0	2.4	0.11	1.04	0.32
window_136286	0	0.59	0	0.32	13.37	0.02	54.8	0.04	5.6
window_136340	1.24	1.41	2.45	0.98	0.02	0.74	0.59	2.45	1.05
window_136376	1.26	1.54	4.01	1.36	0.05	4.82	1.09	3.67	1.54
window_136377	1.26	1.54	4.01	1.36	0.05	4.82	1.09	3.67	1.54
window_136415	1.67	0.13	2.52	0.13	0.08	1.54	0.65	2.91	0.86
window_136417	0	0	0.54	1.64	0	9.53	4.3	0	21.07
window_136445	3.7	6.4	10.05	2.88	0.13	1.18	3.6	19.87	2.1
window_136475	3.6	0.69	4.15	0.63	0.01	1.19	0.29	6.05	0.93
window_136476	0.32	0.58	0.21	0.11	0.33	0.32	0.78	0.76	0.21
window_136477	309.56	104.54	178.61	25.22	0.16	0.18	9.25	215.9	69.3
window_136535	0.01	0	0.05	0.08	0	0.02	0	0.01	2.27
window_136611	22.61	2.26	1.17	0.53	0	1.99	0	0.8	3.12
window_136641	180.75	89.2	115.4	69.59	1.42	181.46	40.01	131.66	70.18
window_136642	7.13	10.7	6.68	9.86	0.05	10.85	9.12	7.65	11.62
window_136644	0.38	0	0.73	0.72	0	0.59	0	1.78	0.35
window_136661	0.28	0.08	1.66	0	0	1.44	1.86	0.91	0.29
window_136707	37.05	6.36	3.17	1.13	0	3.63	0.49	5.21	4.38
window_136735	11.21	4.3	8.27	1.31	0.11	6.27	2.06	0.61	14.93
window_136794	0	0	0	0	5.72	0.1	0.07	0	0.01
window_136873	0.26	0.18	0.23	0.14	0.08	0.3	0.61	1.02	0.26
window_136877	0.44	3.4	3.32	1.01	0.07	0.96	2.75	1.33	1.83
window_136878	0.44	3.4	3.32	1.01	0.07	0.96	2.75	1.33	1.83
window_136880	2.55	0.37	0.18	0.22	0.02	0	0.17	1.1	0.44
window_136887	1.68	36.54	26.23	9.58	0.05	5.88	3.05	2.19	6.3
window_136902	0.1	0.2	0.4	0.06	0.01	0.04	0.12	0.36	0.01
window_136903	16.585	11.99	17.49	11.29	0.14	23.69	3.88	14.62	11.855
window_136969	6.31	1.7	1.78	3.08	0.02	3.6	0.85	6.23	2.1
window_136970	2.67	1.91	10.96	4.12	0.08	12.89	1.04	9.56	4.01
window_136976	14.25	4.29	19.39	4.38	0.4	10.45	8.6	18.64	7.02
window_136977	10.79	2.38	8.08	0.66	0.07	3.56	2.12	12	3.23
window_136992	0.73	6.42	3.37	28.96	8754.36	0.24	248.41	0.68	117.45
window_137018	0	0	0	0	4.01	0.04	2.33	0	0.17
window_137128	65.81	12.07	38.87	33.54	0.18	27.34	9.02	42.35	32.17
window_137129	18.99	13.09	41.32	9.78	1.45	4.9	10.56	68.42	7.35
window_137137	0.06	0.05	0.03	0.23	20.74	0.06	5.03	0.09	0.19
window_137177	48.69	41.96	40.45	26.28	0.18	45.25	37.31	39.68	32.03
window_137181	0.56	0.53	1.04	0.36	0.01	0.96	0.3	0.93	0.37
window_137389	14.37	11.68	24.47	4.83	0.06	5.09	0.76	13.39	3.14
window_137398	30.02	8.59	72.12	7.6	0.44	14.49	5.11	38.88	16.96
window_137419	2.44	4.81	3.09	4.06	0.29	1.79	2.78	6.03	4.22
window_137420	2.44	4.81	3.09	4.06	0.29	1.79	2.78	6.03	4.22
window_137450	0.59	0.31	0.52	0.28	0.12	0.26	5.18	1.28	0.17
window_137456	1.03	0.3	2.22	0.77	0.07	1.05	0.39	1.7	0.62
window_137457	0.53	3.26	1.82	1.87	0	0.82	0.54	0.12	1.73
window_137466	4.44	1.11	0.01	534.22	0.01	20207.59	3.24	0.16	0.12
